Year,Month,Name,ProductCount
2013,7,"Road-250 Black, 48",1
2014,5,"Road-750 Black, 48",1
2014,6,AWC Logo Cap,3
2013,12,"Mountain-200 Black, 38",2
2011,12,"Road-150 Red, 62",1
2013,7,"Women's Mountain Shorts, S",1
2014,2,"Racing Socks, L",4
2012,8,"Mountain-200 Silver, 46",1
2013,12,"Long-Sleeve Logo Jersey, M",1
2013,10,Touring Tire,2
2014,5,"Touring-2000 Blue, 50",1
2011,9,"Road-150 Red, 44",1
2013,1,"Road-250 Black, 48",2
2014,5,ML Mountain Tire,1
2013,8,LL Road Tire,3
2014,3,"Mountain-200 Silver, 38",2
2013,6,"Road-250 Red, 58",3
2014,4,All-Purpose Bike Stand,1
2014,3,"Mountain-200 Silver, 46",1
2013,8,"Road-550-W Yellow, 48",1
2014,2,ML Road Tire,2
2013,10,"Classic Vest, L",1
2014,1,Fender Set - Mountain,6
2014,4,"Women's Mountain Shorts, L",1
2014,4,Water Bottle - 30 oz.,13
2011,10,"Road-650 Red, 48",20
2014,3,Touring Tire Tube,2
2013,10,HL Mountain Tire,6
2013,7,AWC Logo Cap,9
2014,1,Mountain Bottle Cage,5
2013,12,Road Tire Tube,6
2014,6,"Sport-100 Helmet, Blue",5
2014,3,"Sport-100 Helmet, Red",40
2011,12,"Road-150 Red, 56",2
2013,11,"Road-350-W Yellow, 42",1
2013,7,Mountain Tire Tube,11
2014,6,"Half-Finger Gloves, M",1
2014,3,"Road-750 Black, 44",3
2014,6,"Classic Vest, M",1
2014,4,"Short-Sleeve Classic Jersey, L",3
2014,3,HL Mountain Tire,6
2014,5,"Touring-1000 Blue, 60",1
2014,4,"Classic Vest, L",1
2014,2,"Touring-2000 Blue, 46",1
2014,3,"Half-Finger Gloves, L",2
2013,6,Road Bottle Cage,4
2013,8,"Road-250 Black, 44",1
2014,1,"Short-Sleeve Classic Jersey, M",1
2013,10,"Sport-100 Helmet, Red",2
2011,7,"Road-150 Red, 56",1
2013,3,"Road-650 Red, 58",16
2013,7,Road Tire Tube,3
2014,6,"Long-Sleeve Logo Jersey, M",1
2014,2,"Road-550-W Yellow, 42",2
2013,5,"HL Touring Frame - Yellow, 46",7
2013,12,HL Road Tire,2
2013,7,Mountain Bottle Cage,5
2013,12,Bike Wash - Dissolver,2
2012,12,HL Fork,12
2013,10,All-Purpose Bike Stand,1
2013,5,Touring Pedal,10
2013,10,Touring Tire,2
2014,3,"Mountain-200 Silver, 38",3
2013,7,"Road-550-W Yellow, 48",1
2014,4,"Sport-100 Helmet, Red",9
2013,6,"Touring-3000 Yellow, 58",14
2014,5,"Mountain-500 Black, 52",1
2012,8,"Road-650 Black, 58",1
2013,2,HL Mountain Rear Wheel,16
2013,12,Patch Kit/8 Patches,14
2013,11,"Long-Sleeve Logo Jersey, M",1
2013,1,"LL Road Frame - Red, 48",7
2012,4,"Mountain-100 Silver, 42",1
2013,7,Mountain Tire Tube,7
2014,1,Fender Set - Mountain,6
2014,3,"Road-350-W Yellow, 40",2
2013,6,"Mountain-200 Black, 42",1
2013,7,"Road-250 Black, 44",2
2013,8,"Racing Socks, M",1
2014,3,HL Road Seat/Saddle,4
2014,3,"Road-350-W Yellow, 44",2
2011,11,"Road-650 Red, 48",1
2011,12,"Road-150 Red, 62",2
2012,12,"Road-250 Black, 48",1
2012,8,"Mountain-200 Silver, 38",1
2013,8,ML Road Tire,2
2014,3,"Road-750 Black, 58",12
2013,6,"Sport-100 Helmet, Blue",2
2014,5,Water Bottle - 30 oz.,11
2013,10,"Sport-100 Helmet, Red",5
2013,6,"Road-750 Black, 52",1
2011,5,"LL Road Frame - Red, 44",9
2013,12,"Road-250 Black, 44",26
2013,12,HL Road Tire,4
2013,10,"Mountain-500 Silver, 42",1
2013,11,"Sport-100 Helmet, Black",4
2014,4,"Long-Sleeve Logo Jersey, L",1
2013,10,"Mountain-200 Black, 46",1
2014,1,"ML Road Frame-W - Yellow, 48",9
2014,6,ML Mountain Tire,4
2013,7,"Touring-3000 Yellow, 44",1
2014,4,"Mountain-400-W Silver, 42",1
2012,11,"Mountain-200 Silver, 42",13
2013,9,Touring Tire,4
2014,2,"Long-Sleeve Logo Jersey, XL",4
2013,12,"Mountain-200 Black, 42",1
2014,4,"Touring-2000 Blue, 50",1
2014,6,LL Mountain Tire,3
2014,2,"Touring-1000 Yellow, 46",1
2012,5,"Mountain-100 Black, 48",1
2014,6,Patch Kit/8 Patches,5
2014,2,"Road-750 Black, 44",2
2012,6,"Mountain-200 Silver, 42",1
2013,6,"Classic Vest, M",53
2012,12,"Road-650 Black, 62",16
2012,10,"Road-250 Red, 48",1
2014,5,Hydration Pack - 70 oz.,2
2014,6,Bike Wash - Dissolver,2
2013,11,"Women's Mountain Shorts, L",2
2014,5,LL Mountain Tire,1
2013,12,ML Mountain Tire,2
2013,10,"Touring-1000 Blue, 60",35
2014,1,"Racing Socks, M",2
2013,12,Mountain Tire Tube,6
2013,12,"Mountain-200 Silver, 42",1
2013,3,"Men's Sports Shorts, M",31
2014,6,Road Tire Tube,10
2013,7,"Half-Finger Gloves, M",1
2014,4,"Road-350-W Yellow, 42",1
2013,9,"Mountain-200 Silver, 46",1
2012,7,LL Mountain Handlebars,19
2014,4,Touring Tire,4
2013,7,"Long-Sleeve Logo Jersey, XL",28
2012,8,"Road-250 Black, 52",1
2012,7,"Road-250 Black, 58",1
2013,12,"Sport-100 Helmet, Blue",5
2013,9,"HL Mountain Frame - Black, 38",10
2012,3,"Mountain-100 Silver, 48",18
2014,3,"Long-Sleeve Logo Jersey, L",2
2013,12,"Road-250 Red, 58",1
2014,2,"Road-550-W Yellow, 44",1
2014,2,"Short-Sleeve Classic Jersey, XL",3
2013,11,"Mountain-400-W Silver, 40",1
2011,12,"Mountain-100 Black, 38",1
2012,6,"Road-250 Red, 58",1
2013,11,Patch Kit/8 Patches,8
2014,4,"Long-Sleeve Logo Jersey, S",1
2012,3,"Road-150 Red, 44",1
2014,2,LL Road Tire,3
2014,5,"Touring-1000 Yellow, 54",3
2014,5,"Mountain-500 Silver, 40",16
2013,7,"LL Touring Frame - Yellow, 58",7
2014,2,"Touring-1000 Blue, 54",1
2011,12,"Road-150 Red, 56",2
2013,2,"Road-250 Black, 52",1
2013,12,Road Tire Tube,7
2013,12,"Road-250 Black, 58",1
2013,9,"Half-Finger Gloves, L",1
2014,6,"Women's Mountain Shorts, S",1
2014,1,"Touring-1000 Yellow, 50",2
2013,12,"Women's Mountain Shorts, M",2
2013,10,"Short-Sleeve Classic Jersey, L",1
2014,4,"Road-750 Black, 48",1
2013,2,"Road-650 Red, 44",1
2013,10,Touring Tire Tube,3
2013,11,Hydration Pack - 70 oz.,2
2014,3,"Short-Sleeve Classic Jersey, XL",1
2013,11,"Touring-1000 Yellow, 54",2
2013,8,"Road-550-W Yellow, 44",1
2013,12,"Mountain-200 Black, 38",3
2014,4,Hitch Rack - 4-Bike,1
2013,12,"Road-750 Black, 52",2
2013,12,"Half-Finger Gloves, M",1
2014,1,AWC Logo Cap,5
2013,12,"Classic Vest, S",1
2014,2,"Racing Socks, M",1
2013,10,"Road-550-W Yellow, 38",1
2013,12,Mountain Tire Tube,12
2014,5,"Touring-1000 Blue, 46",1
2013,5,"Road-550-W Yellow, 40",17
2013,1,"Road-650 Red, 60",1
2014,1,Patch Kit/8 Patches,8
2014,4,"Mountain-500 Black, 44",2
2014,5,"Long-Sleeve Logo Jersey, M",3
2011,11,"Mountain-100 Black, 42",1
2011,11,"Road-150 Red, 52",1
2013,9,"Mountain-200 Silver, 46",2
2013,2,"Road-550-W Yellow, 48",1
2014,5,"Sport-100 Helmet, Black",7
2011,10,"Mountain Bike Socks, L",5
2013,6,"Road-250 Red, 58",2
2013,12,ML Mountain Tire,4
2014,5,"Touring-2000 Blue, 50",1
2013,9,"Mountain-200 Black, 46",18
2014,3,"Sport-100 Helmet, Red",9
2014,3,"Half-Finger Gloves, L",2
2012,8,"Half-Finger Gloves, S",11
2013,9,"Mountain-200 Silver, 38",1
2013,11,"Classic Vest, S",1
2013,11,"Women's Mountain Shorts, L",2
2014,4,Touring Tire Tube,5
2013,8,"Road-750 Black, 44",1
2013,3,"Road-650 Red, 58",1
2012,12,"Mountain-200 Black, 38",35
2013,7,"ML Road Frame-W - Yellow, 44",24
2014,6,"Half-Finger Gloves, M",1
2014,3,"Short-Sleeve Classic Jersey, XL",1
2014,1,"Touring-3000 Blue, 54",1
2014,2,"Sport-100 Helmet, Red",6
2013,9,"Racing Socks, M",1
2013,6,Road Tire Tube,1
2012,1,"Road-650 Black, 60",1
2013,1,"Road-250 Red, 44",1
2013,7,Fender Set - Mountain,5
2013,7,HL Road Tire,4
2014,1,"Road-350-W Yellow, 48",1
2013,11,"Mountain-400-W Silver, 38",1
2014,1,Patch Kit/8 Patches,12
2011,5,"Road-150 Red, 62",3
2012,7,"Mountain-200 Black, 42",1
2012,7,"Road-250 Black, 52",1
2013,11,"Sport-100 Helmet, Blue",8
2013,11,"Touring-2000 Blue, 54",1
2013,9,"Short-Sleeve Classic Jersey, L",1
2014,1,HL Road Tire,1
2013,2,"Road-650 Black, 52",1
2013,11,"Touring-1000 Blue, 50",2
2013,8,AWC Logo Cap,8
2013,10,Water Bottle - 30 oz.,10
2014,1,"Women's Mountain Shorts, M",1
2011,11,"Road-150 Red, 62",1
2014,5,LL Mountain Tire,2
2013,11,"Road-750 Black, 52",1
2013,11,"Long-Sleeve Logo Jersey, M",1
2014,1,Road Bottle Cage,7
2013,7,Patch Kit/8 Patches,16
2012,1,"Road-650 Black, 48",13
2014,5,"Road-550-W Yellow, 40",2
2013,3,"Road-250 Red, 48",1
2012,6,"Road-550-W Yellow, 40",1
2013,6,"HL Touring Frame - Yellow, 46",8
2013,9,"Road-550-W Yellow, 44",1
2014,5,"Sport-100 Helmet, Blue",3
2012,11,"Road-250 Red, 58",1
2014,6,"Women's Mountain Shorts, S",1
2013,9,All-Purpose Bike Stand,1
2013,11,Bike Wash - Dissolver,2
2014,4,Hydration Pack - 70 oz.,2
2013,12,"Short-Sleeve Classic Jersey, S",2
2013,6,"Sport-100 Helmet, Black",2
2012,1,"LL Road Frame - Black, 58",1
2013,7,"Racing Socks, L",1
2012,12,"Mountain-200 Silver, 42",1
2013,9,"Sport-100 Helmet, Red",4
2014,2,"Long-Sleeve Logo Jersey, L",3
2011,10,"Mountain-100 Black, 38",17
2014,2,"Road-250 Black, 44",1
2014,4,HL Mountain Tire,9
2013,6,LL Mountain Pedal,35
2014,1,"Road-750 Black, 44",2
2012,9,"Mountain-200 Silver, 46",2
2013,5,"LL Touring Frame - Yellow, 62",8
2013,3,"Mountain-200 Black, 46",2
2012,6,"Road-250 Black, 48",3
2014,6,Mountain Tire Tube,5
2011,7,"Road-150 Red, 48",1
2011,8,"Road-450 Red, 44",12
2013,7,Fender Set - Mountain,6
2013,7,LL Road Tire,2
2013,7,Road Bottle Cage,3
2014,4,"Road-750 Black, 58",1
2013,9,"Long-Sleeve Logo Jersey, XL",1
2012,8,"Road-650 Red, 52",15
2012,3,"Long-Sleeve Logo Jersey, L",38
2014,6,HL Road Tire,3
2013,2,"Mountain-200 Silver, 38",20
2013,12,"Mountain-200 Black, 38",2
2013,4,"Mountain-200 Black, 46",1
2013,3,ML Mountain Rear Wheel,22
2014,4,"Road-350-W Yellow, 40",1
2013,7,"Classic Vest, M",1
2014,5,"Road-750 Black, 48",1
2013,6,"Road-650 Black, 52",1
2014,5,LL Mountain Tire,2
2013,6,Fender Set - Mountain,1
2012,8,"Road-650 Black, 44",13
2013,7,"LL Mountain Frame - Silver, 48",8
2014,6,Mountain Tire Tube,4
2013,9,ML Road Tire,1
2013,10,"Mountain-500 Black, 44",1
2014,1,Road Bottle Cage,5
2013,8,"Road-550-W Yellow, 48",1
2013,5,"Touring-3000 Yellow, 58",7
2013,6,"Mountain-200 Silver, 42",1
2014,6,Road Tire Tube,8
2013,6,"LL Mountain Frame - Black, 42",19
2014,5,"Road-250 Red, 58",1
2014,4,Water Bottle - 30 oz.,13
2012,5,"Mountain-100 Black, 38",1
2014,1,"Women's Mountain Shorts, M",1
2014,6,"Sport-100 Helmet, Blue",4
2013,4,"Mountain-200 Silver, 46",1
2013,10,"Short-Sleeve Classic Jersey, L",1
2013,12,"Sport-100 Helmet, Black",5
2012,1,"Mountain-100 Black, 44",1
2014,1,Mountain Bottle Cage,8
2014,4,"Long-Sleeve Logo Jersey, S",1
2013,11,Bike Wash - Dissolver,4
2013,9,"Touring-1000 Blue, 54",1
2014,3,"Mountain-400-W Silver, 42",1
2014,2,AWC Logo Cap,6
2012,12,"Mountain-200 Silver, 42",29
2014,3,"Racing Socks, M",1
2013,11,HL Mountain Tire,4
2014,2,"Road-550-W Yellow, 48",1
2011,11,"Road-150 Red, 62",2
2013,7,"Women's Mountain Shorts, M",1
2014,1,"LL Mountain Frame - Silver, 52",10
2013,11,"Road-750 Black, 48",1
2014,4,"Road-350-W Yellow, 44",1
2013,7,Mountain Bottle Cage,1
2014,4,Hydration Pack - 70 oz.,4
2013,10,Touring Tire Tube,4
2014,4,"Touring-1000 Yellow, 54",1
2013,12,"Road-250 Black, 58",2
2014,4,"Short-Sleeve Classic Jersey, L",2
2014,5,"Sport-100 Helmet, Black",2
2013,9,"Long-Sleeve Logo Jersey, L",1
2013,9,"Mountain-400-W Silver, 46",1
2014,4,"Mountain-200 Silver, 38",3
2014,4,"Mountain-200 Silver, 46",2
2013,10,"Touring-1000 Blue, 50",2
2011,7,"LL Road Frame - Red, 44",23
2012,1,"Road-650 Black, 52",1
2013,12,Fender Set - Mountain,5
2014,3,ML Road Tire,5
2014,4,Hitch Rack - 4-Bike,3
2014,3,All-Purpose Bike Stand,1
2014,3,"Road-550-W Yellow, 38",1
2014,3,Touring Tire,5
2013,9,"Long-Sleeve Logo Jersey, S",1
2013,8,"Long-Sleeve Logo Jersey, XL",2
2013,10,"Mountain-200 Silver, 38",2
2014,4,Touring Tire Tube,5
2013,10,"Touring-1000 Yellow, 54",1
2013,8,"HL Mountain Frame - Black, 38",6
2011,9,"Road-150 Red, 44",1
2014,3,"LL Touring Frame - Yellow, 50",11
2014,4,"Long-Sleeve Logo Jersey, M",1
2013,11,"Road-250 Red, 58",1
2013,12,Patch Kit/8 Patches,7
2011,11,"Mountain-100 Black, 38",3
2013,11,"Classic Vest, S",2
2014,1,LL Road Tire,2
2014,3,"Touring-1000 Yellow, 60",1
2013,7,"Mountain-500 Silver, 48",1
2012,9,"Mountain-200 Silver, 38",1
2014,3,"Half-Finger Gloves, S",3
2013,6,Mountain Tire Tube,2
2013,6,"Road-250 Black, 48",1
2013,11,"Touring-3000 Blue, 62",1
2013,11,"Touring-1000 Blue, 60",17
2013,9,"Road-750 Black, 58",1
2013,12,"Mountain-400-W Silver, 38",1
2013,9,ML Road Tire,2
2013,6,"Touring-3000 Blue, 50",1
2013,11,LL Mountain Tire,4
2013,7,"Touring-1000 Yellow, 46",1
2014,3,"Mountain-400-W Silver, 46",1
2013,4,"Men's Sports Shorts, M",24
2012,1,"Road-150 Red, 48",1
2013,6,Rear Brakes,17
2014,5,"Touring-3000 Yellow, 44",2
2014,3,"Mountain-200 Black, 46",1
2013,5,Mountain Tire Tube,1
2012,6,"Mountain-200 Black, 42",2
2013,10,Hitch Rack - 4-Bike,1
2013,11,"Road-750 Black, 52",1
2013,2,"Road-650 Red, 52",1
2014,1,"Half-Finger Gloves, M",1
2013,12,"Mountain-200 Black, 42",1
2014,3,"Mountain-500 Silver, 40",16
2013,12,"Mountain-400-W Silver, 40",1
2014,2,"Long-Sleeve Logo Jersey, XL",3
2013,11,Road Tire Tube,10
2014,1,ML Mountain Tire,2
2013,7,"Classic Vest, M",50
2014,5,Bike Wash - Dissolver,3
2013,1,"Road-650 Red, 44",1
2014,6,Patch Kit/8 Patches,4
2012,9,"Mountain-200 Black, 46",1
2014,1,"Road-250 Black, 52",1
2014,5,"Women's Mountain Shorts, L",1
2013,10,Hydration Pack - 70 oz.,3
2014,5,"Road-350-W Yellow, 42",2
2014,4,"Half-Finger Gloves, L",1
2014,1,"Mountain-400-W Silver, 38",1
2013,11,"Road-250 Black, 44",1
2012,9,"Half-Finger Gloves, S",15
2013,10,"Racing Socks, M",1
2013,12,"Road-350-W Yellow, 42",1
2014,6,"Long-Sleeve Logo Jersey, S",3
2012,2,"Road-150 Red, 44",1
2014,3,"Women's Mountain Shorts, L",1
2014,1,Bike Wash - Dissolver,3
2014,1,"Short-Sleeve Classic Jersey, XL",2
2014,3,Fender Set - Mountain,3
2013,11,AWC Logo Cap,7
2013,6,"Road-250 Black, 52",2
2014,2,Touring Tire,3
2014,5,Patch Kit/8 Patches,10
2013,11,"Classic Vest, L",1
2012,4,"Long-Sleeve Logo Jersey, M",19
2012,1,"Road-450 Red, 58",24
2014,4,"Long-Sleeve Logo Jersey, L",5
2014,4,LL Mountain Tire,4
2013,12,"Road-250 Black, 52",1
2013,5,"Touring-1000 Blue, 50",10
2014,4,"Road-750 Black, 44",4
2013,8,"Women's Mountain Shorts, S",1
2013,9,HL Mountain Tire,2
2013,10,LL Road Tire,1
2014,4,"Road-550-W Yellow, 42",3
2013,1,"Mountain-200 Black, 38",2
2014,3,Water Bottle - 30 oz.,17
2013,8,"Mountain-200 Silver, 38",2
2014,4,ML Mountain Tire,5
2013,8,"Sport-100 Helmet, Red",5
2013,9,"Road-550-W Yellow, 44",1
2013,8,Mountain Tire Tube,4
2013,6,"Sport-100 Helmet, Black",1
2012,3,"Road-650 Red, 44",1
2013,9,"Short-Sleeve Classic Jersey, M",2
2012,9,"Road-650 Black, 52",36
2014,4,"Mountain-200 Silver, 42",2
2013,8,"Women's Mountain Shorts, M",1
2014,6,Hydration Pack - 70 oz.,1
2013,8,Mountain Bottle Cage,1
2013,5,HL Mountain Seat/Saddle,14
2012,11,"ML Road Frame-W - Yellow, 38",5
2013,11,"Mountain-500 Black, 44",2
2014,5,AWC Logo Cap,6
2014,1,"Short-Sleeve Classic Jersey, S",6
2014,5,"Touring-1000 Blue, 50",1
2013,8,"Road-750 Black, 58",2
2011,9,"Mountain-100 Silver, 44",1
2012,8,"Road-250 Red, 58",1
2014,4,"Touring-1000 Yellow, 54",1
2013,9,"Long-Sleeve Logo Jersey, XL",1
2011,9,"Road-650 Black, 62",1
2014,3,Mountain Tire Tube,4
2013,10,"Long-Sleeve Logo Jersey, L",3
2012,5,"Road-150 Red, 48",1
2012,6,"Road-250 Black, 44",1
2013,12,"Long-Sleeve Logo Jersey, S",3
2013,3,"Road-650 Black, 62",1
2014,4,"Road-550-W Yellow, 44",1
2013,10,ML Mountain Tire,2
2013,7,"Road-750 Black, 52",1
2014,5,Road Bottle Cage,7
2013,7,"Mountain-200 Silver, 46",1
2013,6,"Touring-2000 Blue, 54",1
2011,11,"Road-150 Red, 48",2
2013,6,"Mountain-200 Silver, 38",1
2013,6,"Touring-1000 Yellow, 46",22
2012,9,"Road-650 Black, 44",24
2013,9,Mountain Tire Tube,7
2013,10,"Classic Vest, S",1
2014,4,"Touring-1000 Blue, 54",1
2014,3,"Road-750 Black, 48",40
2013,8,"Half-Finger Gloves, M",1
2013,8,Touring Tire Tube,3
2013,11,Patch Kit/8 Patches,12
2013,12,"Sport-100 Helmet, Black",3
2014,1,"Road-750 Black, 52",2
2013,11,"Sport-100 Helmet, Blue",7
2014,5,"Mountain-200 Black, 42",3
2014,4,"Road-350-W Yellow, 44",2
2013,11,"Touring-1000 Blue, 50",2
2013,10,LL Mountain Tire,3
2013,7,ML Road Tire,3
2012,11,"Mountain-200 Black, 42",1
2012,12,"Road-250 Black, 44",1
2013,5,"HL Road Frame - Red, 44",13
2014,3,"Road-250 Black, 58",1
2013,10,ML Mountain Tire,3
2014,4,Hitch Rack - 4-Bike,3
2013,9,"Short-Sleeve Classic Jersey, M",1
2013,6,"Touring-3000 Blue, 50",21
2013,3,"Road-650 Red, 44",1
2014,1,Hydration Pack - 70 oz.,1
2013,10,"Touring-3000 Blue, 58",1
2013,1,"Road-650 Black, 60",1
2013,12,"Long-Sleeve Logo Jersey, S",2
2012,7,"Mountain-200 Black, 38",1
2013,9,"Road-550-W Yellow, 42",1
2014,3,"Road-550-W Yellow, 48",22
2013,7,"Mountain-200 Silver, 46",1
2013,8,"Short-Sleeve Classic Jersey, L",1
2014,2,Touring Tire Tube,5
2014,1,"Mountain-200 Black, 38",1
2013,5,Rear Derailleur,10
2014,5,Road Bottle Cage,6
2013,12,"Touring-1000 Yellow, 50",1
2014,5,"Mountain-500 Silver, 42",1
2014,6,"Sport-100 Helmet, Black",3
2013,11,"Half-Finger Gloves, L",1
2013,7,"Short-Sleeve Classic Jersey, XL",3
2012,2,"Road-150 Red, 56",2
2014,2,Road Tire Tube,5
2014,4,LL Mountain Tire,3
2014,4,"Touring-1000 Blue, 54",2
2014,5,"Sport-100 Helmet, Blue",45
2013,1,"Mountain-200 Silver, 46",2
2012,9,"Road-550-W Yellow, 48",1
2014,2,Mountain Tire Tube,11
2014,1,"HL Mountain Frame - Black, 38",7
2011,7,"Mountain-100 Black, 48",1
2012,12,"Road-250 Black, 44",1
2012,4,"Road-150 Red, 52",1
2013,9,"Touring-3000 Blue, 62",1
2013,12,"Mountain-500 Silver, 40",9
2014,2,Mountain Bottle Cage,7
2013,11,"Mountain-400-W Silver, 42",1
2013,8,Road Tire Tube,5
2013,10,LL Mountain Tire,2
2014,1,"Short-Sleeve Classic Jersey, XL",3
2013,8,Fender Set - Mountain,5
2011,10,"HL Mountain Frame - Silver, 46",11
2012,11,"Mountain-200 Black, 42",2
2013,2,"Road-250 Black, 48",11
2014,6,"Racing Socks, L",1
2013,10,Patch Kit/8 Patches,8
2014,3,"Short-Sleeve Classic Jersey, M",1
2014,2,"Women's Mountain Shorts, M",1
2013,7,Bike Wash - Dissolver,3
2013,9,Water Bottle - 30 oz.,9
2013,10,Hitch Rack - 4-Bike,1
2014,2,HL Mountain Tire,7
2014,3,LL Road Tire,1
2012,7,"Road-250 Red, 44",1
2013,10,"Classic Vest, M",2
2011,5,"Long-Sleeve Logo Jersey, L",15
2013,7,Bike Wash - Dissolver,2
2013,8,Touring Tire,6
2013,9,"Road-750 Black, 48",1
2013,7,"Mountain-200 Black, 38",2
2013,2,"Road-250 Black, 48",1
2014,5,"Touring-1000 Blue, 46",2
2013,11,Road Bottle Cage,10
2014,3,"Mountain-200 Black, 46",1
2014,4,"Half-Finger Gloves, L",1
2013,7,"Short-Sleeve Classic Jersey, S",1
2013,12,"Racing Socks, L",1
2012,1,"Mountain-100 Black, 44",19
2013,5,"Mountain-500 Black, 44",9
2013,6,"LL Road Frame - Red, 60",1
2014,5,"Road-350-W Yellow, 40",25
2014,5,"LL Road Frame - Black, 44",1
2013,8,HL Mountain Tire,4
2013,4,"Mountain-200 Silver, 42",1
2014,3,"Long-Sleeve Logo Jersey, M",2
2011,10,"Road-650 Black, 52",1
2013,6,"Road-250 Black, 52",24
2014,4,Water Bottle - 30 oz.,13
2013,5,AWC Logo Cap,28
2013,2,"ML Road Frame-W - Yellow, 48",13
2013,9,LL Road Tire,2
2014,2,"Sport-100 Helmet, Red",6
2013,9,"Mountain-200 Black, 46",1
2013,9,Fender Set - Mountain,7
2014,4,"Mountain-400-W Silver, 40",1
2014,2,HL Mountain Tire,4
2013,10,HL Road Tire,1
2013,12,"Touring-2000 Blue, 50",1
2013,12,"Touring-2000 Blue, 54",1
2013,12,"Road-350-W Yellow, 48",2
2012,4,"Road-150 Red, 48",2
2014,1,ML Road Tire,4
2013,11,"Road-350-W Yellow, 44",4
2013,2,"Road-250 Black, 58",1
2013,8,"Women's Mountain Shorts, S",2
2013,5,"Road-250 Black, 44",1
2013,6,"HL Mountain Frame - Black, 42",18
2012,4,"Road-150 Red, 62",1
2014,3,"Short-Sleeve Classic Jersey, L",3
2014,5,"Long-Sleeve Logo Jersey, L",1
2013,11,"Touring-1000 Blue, 46",1
2014,3,"Road-750 Black, 44",1
2012,4,"LL Road Frame - Red, 44",16
2013,8,Mountain Bottle Cage,5
2014,1,"Short-Sleeve Classic Jersey, S",1
2013,7,Road Tire Tube,9
2014,6,"Classic Vest, L",1
2014,3,"Touring-3000 Blue, 62",1
2014,3,"Touring-1000 Blue, 60",2
2013,7,"Sport-100 Helmet, Black",1
2013,5,Road Bottle Cage,2
2013,2,"Mountain-200 Black, 46",2
2013,8,"Road-750 Black, 58",2
2011,8,"Mountain Bike Socks, M",14
2013,12,Bike Wash - Dissolver,3
2014,5,"Road-350-W Yellow, 44",1
2013,9,HL Bottom Bracket,14
2013,12,AWC Logo Cap,7
2013,5,"Mountain-200 Black, 42",1
2013,7,"Women's Mountain Shorts, S",1
2014,3,"Sport-100 Helmet, Blue",6
2012,2,"Mountain-100 Black, 44",1
2013,7,"Short-Sleeve Classic Jersey, S",1
2013,12,"Sport-100 Helmet, Black",5
2013,11,"Mountain-400-W Silver, 42",1
2013,5,"Mountain-200 Silver, 42",1
2014,3,Mountain Bottle Cage,4
2014,5,"Road-350-W Yellow, 40",2
2014,5,"Long-Sleeve Logo Jersey, S",2
2014,2,ML Road Tire,2
2014,5,HL Road Tire,1
2013,12,"Touring-1000 Yellow, 46",3
2014,5,"Road-750 Black, 52",3
2013,7,"Sport-100 Helmet, Red",4
2013,10,"Long-Sleeve Logo Jersey, L",1
2011,9,"Road-150 Red, 56",2
2013,10,"Road-550-W Yellow, 48",1
2013,8,"Mountain-200 Black, 38",1
2014,3,"Road-550-W Yellow, 42",1
2014,3,"Women's Mountain Shorts, M",1
2013,8,"Half-Finger Gloves, M",3
2013,9,Mountain Bottle Cage,6
2014,3,"Touring-1000 Yellow, 54",2
2011,9,"Road-150 Red, 56",2
2012,7,"Road-250 Red, 58",1
2014,1,"Road-250 Black, 48",1
2014,2,Fender Set - Mountain,2
2013,11,"Touring-1000 Blue, 54",1
2014,5,ML Mountain Tire,2
2014,5,"Mountain-400-W Silver, 42",1
2013,8,Touring Tire Tube,1
2014,3,"Mountain-500 Silver, 48",1
2014,4,"Road-550-W Yellow, 48",1
2013,10,"Long-Sleeve Logo Jersey, M",1
2011,12,"Road-450 Red, 58",12
2013,9,"Women's Mountain Shorts, M",1
2011,8,"Road-150 Red, 44",1
2013,6,Patch Kit/8 Patches,1
2013,10,"Short-Sleeve Classic Jersey, M",1
2014,4,"Road-750 Black, 48",2
2014,3,HL Mountain Tire,3
2013,7,Touring Tire,2
2014,2,"Mountain-200 Silver, 46",1
2012,8,"Mountain-200 Black, 46",1
2014,1,"Short-Sleeve Classic Jersey, S",1
2014,1,"Road-350-W Yellow, 42",1
2012,7,"Mountain-200 Silver, 38",1
2014,3,LL Mountain Tire,3
2014,1,All-Purpose Bike Stand,1
2012,7,"Road-250 Black, 44",1
2014,5,"Road-350-W Yellow, 44",1
2013,6,"Mountain-500 Silver, 42",1
2014,5,"Road-550-W Yellow, 38",1
2013,6,Road Bottle Cage,1
2013,9,LL Mountain Tire,4
2013,10,"Touring-2000 Blue, 46",3
2013,11,"Half-Finger Gloves, L",2
2012,4,"Road-150 Red, 62",1
2012,8,"Road-650 Black, 62",1
2014,3,Hitch Rack - 4-Bike,3
2013,7,"LL Touring Frame - Blue, 62",3
2013,6,"Road-750 Black, 52",1
2014,1,"Mountain-400-W Silver, 38",1
2014,3,"Women's Mountain Shorts, L",2
2013,8,Mountain Tire Tube,10
2013,6,Touring Pedal,14
2013,1,"Road-250 Black, 44",1
2014,2,Touring Tire,4
2014,5,Patch Kit/8 Patches,10
2013,6,HL Mountain Seat/Saddle,39
2014,4,"Touring-1000 Blue, 60",1
2013,11,"Mountain-200 Black, 42",1
2013,11,"Road-250 Black, 52",1
2013,11,Hydration Pack - 70 oz.,3
2014,2,"Mountain-200 Silver, 38",3
